0,2,0,0,0,0,28
2,1,1,3,1,1,193
1,3,1,1,1,1,206
5,4,3,2,1,2,733
0,9,2,3,0,1,591
0,1,0,0,1,0,29
0,1,0,0,0,1,57
0,3,1,0,0,1,155
0,2,1,0,1,0,168
1,3,1,0,0,1,292
0,1,0,0,0,0,33
1,3,1,0,1,2,394
0,1,0,0,0,0,37
0,1,0,0,0,0,37
0,5,1,0,0,0,235
3,3,0,0,1,2,418
0,1,0,0,0,0,19
3,5,3,2,1,0,581
0,1,0,1,1,0,57
0,1,0,0,0,0,77
2,3,3,0,0,4,440
0,1,1,0,0,0,132
0,1,0,0,1,0,38
0,1,1,0,0,0,105
0,1,0,0,0,0,52
0,1,0,0,0,0,58
0,1,0,0,0,0,28
2,3,2,3,2,0,295
1,1,0,0,1,0,61
0,1,0,0,1,0,32
4,5,1,0,1,3,481
2,4,1,0,1,2,251
3,2,0,0,1,1,110
0,1,0,0,1,0,55
0,1,0,0,0,0,43
0,1,0,0,0,0,14
0,1,0,0,1,1,180
0,1,0,0,0,0,36
2,3,3,2,1,2,306
1,5,4,3,1,5,734
0,4,0,0,0,1,195
0,1,0,0,1,0,22
1,1,0,1,1,0,259
4,1,0,1,1,1,186
1,5,1,3,1,2,751
0,1,0,0,0,0,27
0,1,0,0,0,0,28
0,1,0,0,0,0,35
3,3,4,2,1,2,340
0,1,0,0,0,0,49
6,4,1,1,1,0,664
7,1,2,4,0,3,678
0,1,0,0,0,0,98
0,2,1,0,1,0,69
2,3,1,2,0,0,178
1,1,1,6,1,0,714
0,3,0,0,1,0,73
0,1,0,0,1,1,242
0,1,0,1,0,1,103
1,1,0,0,0,0,109
0,1,1,4,0,0,191
5,2,1,0,1,3,541
0,1,0,0,0,0,105
0,1,0,0,2,0,58
0,2,0,0,1,1,265
1,1,2,0,0,1,194
1,2,0,2,0,1,104
0,2,1,1,0,0,147
0,3,2,1,1,2,184
0,1,1,0,1,1,239
0,4,1,3,1,1,405
0,2,3,0,1,1,437
0,1,0,0,0,0,21
0,1,0,0,0,0,25
0,1,0,1,0,0,29
2,4,4,1,1,3,868
0,1,0,0,1,0,30
1,1,3,2,2,3,350
1,1,0,0,1,1,92
0,1,0,1,0,0,21
0,2,3,2,0,0,250
0,1,0,0,0,0,25
0,1,1,0,0,0,48
0,2,0,0,0,2,160
0,1,0,0,1,0,86
1,2,1,3,0,0,228
0,1,1,0,0,0,80
