0.059107,0.30822,0.20737,0.97219,0.90942,0.67645
0.81826,0.39923,0.82029,0.19782,0.52253,0.41247
0.74763,0.93009,0.38065,0.46059,0.87336,0.81452
0.89659,0.12284,0.88124,0.94798,0.45991,0.41295
0.85348,0.13888,0.66924,0.57581,0.13202,0.16421
0.78974,0.57821,0.7831,0.8083,0.33118,0.96825
0.10317,0.83454,0.32683,0.71034,0.52368,0.023478
0.148,0.48858,0.38216,0.52652,0.067894,0.34148
0.17168,0.63678,0.40085,0.81495,0.18874,0.66748
0.13883,0.50718,0.59662,0.63599,0.13411,0.97189
0.88848,0.15927,0.37766,0.082328,0.83592,0.75997
0.29557,0.086763,0.74941,0.94951,0.13092,0.19336
0.58652,0.5191,0.74827,0.37767,0.73899,0.84429
0.78504,0.75884,0.63644,0.574,0.95805,0.4267
0.46568,0.031359,0.77851,0.040147,0.90344,0.31647
0.86255,0.31145,0.084935,0.67214,0.54427,0.85946
0.22019,0.21441,0.83878,0.10268,0.52054,0.78272
0.98941,0.82037,0.72527,0.63948,0.35638,0.76785
0.65507,0.47483,0.74813,0.2913,0.060322,0.36223
0.13507,0.33775,0.18771,0.088565,0.68761,0.90618
0.22864,0.86402,0.55585,0.21165,0.020172,0.57905
0.97498,0.18093,0.63581,0.59296,0.51144,0.92749
0.62338,0.97996,0.073044,0.65182,0.37017,0.94361
0.5005,0.80474,0.31324,0.10084,0.091869,0.12866
0.562,0.31148,0.22241,0.9584,0.27906,0.69274
0.70918,0.80879,0.84955,0.69871,0.26896,0.55918
0.77094,0.66184,0.59017,0.2703,0.39815,0.45409
0.74529,0.89191,0.56253,0.60392,0.53739,0.8806
0.12657,0.74093,0.61595,0.58598,0.14753,0.41162
0.71544,0.47756,0.41678,0.34093,0.58075,0.12952
0.44913,0.97081,0.76281,0.72005,0.23837,0.39244
0.56343,0.53206,0.2085,0.22539,0.73044,0.91697
0.9405,0.88905,0.31028,0.96041,0.55923,0.84823
0.16009,0.26916,0.68038,0.44259,0.10233,0.32958
0.40223,0.36559,0.6629,0.20436,0.078009,0.35796
0.69083,0.086155,0.56761,0.98585,0.08344,0.88838
0.72913,0.19506,0.82222,0.97626,0.14647,0.38006
0.57969,0.74201,0.42549,0.44584,0.39818,0.23541
0.32709,0.97721,0.10148,0.60673,0.60332,0.93828
0.38875,0.69464,0.19933,0.16999,0.49158,0.040082
0.9753,0.5872,0.99509,0.31092,0.90845,0.70726
0.9218,0.065957,0.74946,0.27748,0.89466,0.70874
0.15272,0.98215,0.57746,0.83109,0.48598,0.15142
0.88276,0.089353,0.54782,0.83029,0.39128,0.76671
0.5446,0.71307,0.66501,0.5059,0.66874,0.94525
0.85889,0.33618,0.09905,0.51711,0.77109,0.8992
0.74107,0.2172,0.49336,0.22024,0.37582,0.53887
0.88304,0.72735,0.31143,0.5275,0.47025,0.18734
0.73895,0.73031,0.45838,0.61061,0.056311,0.99765
0.97638,0.99651,0.84488,0.75252,0.74445,0.44002
0.54876,0.36297,0.40974,0.41322,0.36059,0.17814
0.95187,0.8878,0.86438,0.59914,0.35759,0.91613
0.26094,0.63356,0.10575,0.34102,0.48739,0.17219
0.055928,0.51456,0.51914,0.46935,0.40851,0.13942
0.34886,0.92898,0.42612,0.20271,0.73214,0.23862
0.11827,0.86675,0.16128,0.16492,0.037864,0.92238
0.20243,0.72727,0.18542,0.44687,0.39926,0.099886
0.7681,0.88951,0.25703,0.42674,0.43014,0.36981
0.4483,0.51915,0.67497,0.10133,0.95834,0.14782
0.75313,0.29764,0.059603,0.26763,0.088162,0.11615
0.73638,0.1981,0.74827,0.68685,0.23411,0.53267
0.4771,0.076631,0.67065,0.0089758,0.16798,0.45528
0.18271,0.3825,0.045182,0.081136,0.82762,0.87325
0.44847,0.20654,0.62005,0.98211,0.93395,0.085237
0.62861,0.014577,0.65803,0.15512,0.19651,0.97999
0.15964,0.098771,0.86423,0.91,0.81018,0.26139
0.18334,0.99802,0.88583,0.85759,0.24675,0.53691
0.24211,0.43665,0.70817,0.29295,0.43876,0.90358
0.89957,0.41313,0.78488,0.11381,0.86841,0.78198
0.0008906,0.70885,0.36454,0.68578,0.89474,0.88344
0.72051,0.54071,0.12756,0.76211,0.38781,0.91992
0.42239,0.349,0.41262,0.040274,0.80552,0.36956
0.34065,0.9615,0.10917,0.1765,0.72428,0.31193
0.012221,0.68132,0.088969,0.55392,0.57216,0.89748
0.27978,0.18944,0.033395,0.13303,0.033832,0.040529
