1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
0.1875,0.72917,0.72917,0.64583,0.54167,0.58333,0.66667,0.58333,0.1875
0.0029762,0.010417,0.020833,0.029762,0.050595,0.044643,0.032738,0.014881,0.0014881
0.99196,0.99732,0.99732,0.99649,0.99546,0.99724,0.99779,0.99724,0.99462
0.91489,0.91552,0.91641,0.91717,0.91895,0.88268,0.88121,0.87902,0.87738
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.93862,0.99368,0.96801,0.92485,0.88579,0.91518,0.94829,0.96243,0.87946
0.50074,0.50083,0.50079,0.50072,0.50065,0.50068,0.50073,0.50075,0.50062
6.6023,1.4852,2.3112,5.5533,12.116,9.4888,6.1635,3.7982,12.865
