1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0.5,0,0.5,0.5,1,1,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,0,0,1,0.5,0.5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,1,1,1,1,1,1,1,0.5,0,1,0.5,0.5,0.5,0,0.5,1,0,0,0.5,0.5,1,1,1,1,1,1,0,0.5,0,0.5,0,0,1,0,0,0,1,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,1,1,1,0.5,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0,1,0.5,0.5,0,0,0.5,0,0,0,0,0.5,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0.5,1,0
0,0,0,0,0.071429,0.071429,0.035714,0.035714,0,0,0,0,0,0,0.035714,0.035714,0.035714,0,0,0,0.035714,0.035714,0.10714,0.071429,0.035714,0,0,0,0,0,0.035714,0,0,0,0,0,0,0,0.035714,0.035714,0.035714,0.035714,0.035714,0.035714,0.035714,0,0.035714,0,0.035714,0,0,0,0,0,0,0,0,0,0.10714,0.10714,0.10714,0.10714,0,0,0.035714,0.035714,0.071429,0.071429,0.035714,0.035714,0.035714,0.035714,0,0.035714,0.071429,0.10714,0.035714,0,0.035714,0,0,0,0,0.035714,0,0,0,0,0,0,0,0,0.035714,0.071429,0.071429,0.10714,0,0,0.035714,0,0,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0.035714,0,0,0.035714,0.035714,0.071429,0.071429,0.10714,0.14286,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0.10714,0.10714,0.071429,0.071429,0.035714,0,0,0.035714,0.035714,0.071429,0,0,0,0,0,0,0,0,0.035714,0.035714,0,0,0.035714,0,0,0,0,0.10714,0.10714,0.071429,0.071429,0,0,0,0,0.035714,0.035714,0,0.035714,0,0,0,0,0.035714,0.071429,0.10714,0.10714,0.071429,0,0,0,0,0,0,0.035714,0.035714,0,0,0,0,0,0,0,0.10714,0.071429,0.035714,0,0,0,0,0.035714,0.14286,0.14286,0.071429,0,0,0,0,0,0,0,0,0,0.035714,0,0
0.9901,0.9901,0.99505,0.9901,0.99505,0.99669,1,1,0.99338,0.99505,0.99505,0.99505,0.99505,0.9901,0.99669,0.99669,0.99669,0.99669,0.9901,1,1,1,0.99505,0.99669,1,0.99669,0.99338,0.9901,1,0.99505,0.99505,0.9901,0.99338,0.99338,0.99338,0.99338,0.9901,1,1,1,1,1,1,1,1,0.9901,1,1,0.9901,0.9901,0.99338,0.99338,0.99338,0.99338,0.9901,0.9901,0.9901,0.9901,0.9901,0.99669,0.99338,0.99338,0.99338,0.99505,1,1,1,1,1,1,1,1,0.99505,0.99505,0.99505,0.99505,0.99505,0.99669,1,1,0.99338,0.9901,1,1,1,1,1,1,1,1,0.9901,0.99505,0.99505,0.99505,0.99505,0.99669,0.99669,0.99338,0.99669,0.9901,0.99505,1,1,0.99505,0.99338,0.99338,0.99338,0.99338,0.9901,0.9901,0.99505,0.9901,0.99505,0.99338,0.99669,0.99669,0.99338,0.9901,1,1,1,1,1,1,1,0.99669,0.9901,1,0.99505,0.99505,0.99505,0.99338,0.99669,1,0.99338,0.9901,0.99505,0.99505,1,1,1,1,1,1,0.9901,0.99505,0.9901,0.99505,0.9901,0.99338,1,0.99338,0.99338,0.9901,1,1,1,0.99505,0.99338,0.99338,0.99338,0.99338,0.9901,0.99505,0.9901,0.9901,0.9901,0.99338,0.99338,0.99338,0.99338,0.9901,0.99505,1,1,1,0.99669,1,0.99338,0.99338,0.9901,0.99505,0.99505,0.99505,0.99505,0.99669,0.99669,0.99669,0.99338,0.9901,1,0.9901,1,0.99505,0.99669,0.99338,0.99338,0.99669,0.9901,0.9901,0.9901,0.9901,0.99505,1,1,1,0.99338,0.99505,0.99505,0.99505,0.99505,0.99505,0.99669,0.99338,0.99338,0.99338,0.9901,0.99505,0.9901,0.99505,0.9901,1,0.99669,1,0.99338
0.91463,0.91463,0.91463,0.91463,0.92073,0.88596,0.88158,0.88158,0.87719,0.91463,0.91463,0.91463,0.91463,0.91463,0.88158,0.88158,0.88158,0.87719,0.91463,0.91463,0.91768,0.91768,0.92378,0.88596,0.88158,0.87719,0.87719,0.91463,0.91463,0.91463,0.91768,0.91463,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91768,0.91768,0.91768,0.88158,0.88158,0.88158,0.88158,0.91463,0.91768,0.91463,0.91768,0.91463,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.92378,0.89035,0.89035,0.89035,0.87719,0.91463,0.91768,0.91768,0.92073,0.92073,0.88158,0.88158,0.88158,0.88158,0.91463,0.91768,0.92073,0.92378,0.91768,0.87719,0.88158,0.87719,0.87719,0.91463,0.91463,0.91768,0.91463,0.91463,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91768,0.92073,0.92073,0.89035,0.87719,0.87719,0.88158,0.91463,0.91463,0.91768,0.91463,0.91463,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.91463,0.87719,0.88158,0.88158,0.87719,0.91463,0.91768,0.91768,0.92073,0.92073,0.89035,0.89474,0.88158,0.87719,0.91463,0.91463,0.91463,0.91463,0.91463,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91768,0.92378,0.89035,0.88596,0.88596,0.88158,0.91463,0.91463,0.91768,0.91768,0.92073,0.87719,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.91768,0.88158,0.87719,0.87719,0.88158,0.91463,0.91463,0.91463,0.91463,0.92378,0.89035,0.88596,0.88596,0.87719,0.91463,0.91463,0.91463,0.91768,0.91768,0.87719,0.88158,0.87719,0.87719,0.91463,0.91463,0.91768,0.92073,0.92378,0.89035,0.88596,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.91768,0.88158,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.92378,0.88596,0.88158,0.87719,0.87719,0.91463,0.91463,0.91768,0.92683,0.92683,0.88596,0.87719,0.87719,0.87719,0.91463,0.91463,0.91463,0.91463,0.91463,0.87719,0.88158,0.87719,0.87719
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.875,1,1,0.91964,0.92857,0.91071,1,1,1,0.72321,1,0.98214,0.89286,0.89286,0.98214,0.85714,0.98214,0.98214,1,1,1,0.98214,0.83929,0.89286,1,1,1,1,1,0.98214,0.98214,0.875,0.83929,0.80357,0.75,0.88393,1,1,1,1,1,1,1,1,1,0.58036,1,1,0.92857,0.91071,0.89286,0.97321,0.98214,0.92857,0.875,0.98214,0.96429,0.91071,0.85714,0.82143,0.66071,0.67857,0.875,1,1,1,1,1,1,1,1,1,0.98214,0.98214,0.94643,0.66964,0.82143,0.96429,1,1,0.92857,1,1,1,1,1,1,1,1,1,1,1,0.96429,0.96429,0.69643,0.59821,0.92857,0.91071,0.73214,1,1,1,1,0.72321,0.71429,0.88393,1,0.48214,0.51786,0.67857,0.78571,0.75,0.85714,0.875,0.96429,0.96429,0.76786,1,1,1,1,0.98214,0.98214,0.97321,0.98214,0.98214,0.92857,1,1,0.85714,0.72321,0.52679,0.98214,1,0.8125,1,1,0.96429,1,1,1,1,1,1,0.96429,0.91071,0.85714,0.60714,0.92857,0.96429,1,0.92857,1,0.88393,1,1,1,0.94643,0.92857,0.875,0.69643,0.96429,0.9375,0.98214,0.625,0.61607,0.57143,0.69643,0.75,0.85714,0.75893,1,1,1,0.98214,0.98214,1,1,0.98214,0.85714,0.92857,1,0.94643,0.91071,0.85714,0.80357,0.96429,1,1,0.90179,1,0.875,1,0.98214,0.96429,0.82143,0.96429,0.92857,0.84821,1,1,0.92857,0.94643,0.96429,0.98214,1,0.74107,0.85714,0.91071,0.60714,0.73214,0.89286,0.91071,0.89286,0.96429,0.94643,0.89286,0.98214,1,1,1,1,0.98214,1,1
0.50063,0.50085,0.50085,0.50071,0.50072,0.50067,0.50081,0.50081,0.50081,0.50038,0.50085,0.50082,0.50066,0.50066,0.50078,0.50058,0.50078,0.50078,0.50085,0.50085,0.50085,0.50082,0.50057,0.50064,0.50081,0.50081,0.50081,0.50085,0.50085,0.50082,0.50082,0.50063,0.50055,0.50049,0.50041,0.50062,0.50085,0.50085,0.50085,0.50085,0.50085,0.50081,0.50081,0.50081,0.50081,0.50014,0.50085,0.50085,0.50072,0.50069,0.50064,0.50077,0.50078,0.5007,0.50063,0.50082,0.50078,0.50069,0.5006,0.50052,0.50026,0.50029,0.50061,0.50085,0.50085,0.50085,0.50085,0.50085,0.50081,0.50081,0.50081,0.50081,0.50082,0.50082,0.50075,0.50029,0.50054,0.50076,0.50081,0.50081,0.5007,0.50085,0.50085,0.50085,0.50085,0.50085,0.50081,0.50081,0.50081,0.50081,0.50085,0.50085,0.50078,0.50078,0.50033,0.50016,0.5007,0.50067,0.50038,0.50085,0.50085,0.50085,0.50085,0.50038,0.50035,0.50062,0.50081,0.49997,0.50003,0.5003,0.50048,0.50042,0.5006,0.50061,0.50076,0.50076,0.50044,0.50085,0.50085,0.50085,0.50085,0.50082,0.50078,0.50077,0.50078,0.50078,0.50072,0.50085,0.50085,0.5006,0.50038,0.50004,0.50078,0.50081,0.50051,0.50085,0.50085,0.50078,0.50085,0.50085,0.50081,0.50081,0.50081,0.50081,0.50078,0.50069,0.5006,0.50018,0.50072,0.50076,0.50081,0.5007,0.50081,0.50065,0.50085,0.50085,0.50085,0.50075,0.5007,0.50061,0.50032,0.50076,0.50074,0.50082,0.50021,0.5002,0.50012,0.50032,0.50041,0.50058,0.50042,0.50085,0.50085,0.50085,0.50082,0.50082,0.50081,0.50081,0.50078,0.50058,0.50072,0.50085,0.50075,0.50069,0.5006,0.50049,0.50076,0.50081,0.50081,0.50068,0.50085,0.50063,0.50085,0.50082,0.50076,0.50052,0.50076,0.5007,0.50059,0.50085,0.50085,0.50072,0.50075,0.50076,0.50078,0.50081,0.50039,0.5006,0.50069,0.50018,0.50039,0.50066,0.50067,0.50064,0.50076,0.50073,0.50066,0.50082,0.50085,0.50085,0.50085,0.50081,0.50078,0.50081,0.50081
4.4026,2.5728,2.3165,4.669,10.632,14.616,2.9709,2.6022,6.895,3.4604,2.3856,1.771,2.7371,10.555,8.256,6.4552,4.0379,3.5132,5.0447,1.7015,1.4272,4.132,8.601,14.938,2.9959,2.1531,4.7389,2.7675,1.2654,1.7212,2.7466,7.1463,14.722,13.357,7.2864,9.6855,5.8451,1.3014,0.81797,1.8108,3.8899,17.54,3.7094,20.943,25.032,10.145,0.95411,2.4348,6.1441,13.272,9.2002,6.088,5.0758,8.5978,6.2249,3.1497,4.3038,6.9153,14.072,9.0684,7.5952,5.8037,9.0899,7.1377,1.2661,1.6595,5.5629,19.227,2.5516,1.9779,1.545,2.0769,1.9353,1.6987,4.0278,9.5551,20.633,3.867,2.7266,2.3916,6.0113,4.5403,0.86605,0.66139,2.5729,12.319,16.039,2.2999,2.34,15.717,3.2006,1.3034,1.3199,2.9304,8.8838,16.949,4.8008,3.8811,11.892,7.1216,2.1035,0.77681,1.8324,4.2527,20.377,13.623,6.6505,7.0663,10.171,3.0674,3.3314,6.1366,12.773,6.558,4.2801,3.337,9.4368,4.9474,0.71185,1.0947,3.0775,10.107,12.742,5.7337,1.6823,5.2934,5.6402,0.93634,1.1034,1.8744,4.6163,14.39,5.5033,3.1486,10.05,4.5969,1.7805,1.9632,3.5253,8.464,5.3556,1.4677,1.0501,5.5409,3.3106,3.3742,7.0073,12.974,26.011,3.0559,2.3884,3.0795,5.436,3.9553,0.89929,1.3569,4.5913,13.612,7.2257,4.132,4.2214,33.644,4.6035,3.0045,4.0777,7.4021,11.218,8.4863,7.2707,6.1349,5.9292,6.8574,1.645,2.1269,3.3303,7.4026,6.6432,2.5285,3.8301,28.392,4.933,1.548,2.0361,4.544,12.418,3.1972,2.4432,2.9442,5.3712,14.478,1.2957,13.101,3.1108,7.5203,17.925,7.1377,6.2511,10.077,4.8416,3.147,4.6473,8.021,20.763,5.0723,3.8827,3.6356,16.032,2.9108,2.5932,5.3978,12.346,20.794,6.4068,3.7468,3.4497,13.516,6.4568,3.9862,5.1194,7.1916,11.216,9.0557,2.7118,2.6423,7.7081
