0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.23629,0,0.22913,0.32275,0.28431,0.32275,0.2708,0.16583,0.32532
0.0042373,0.003694,0.0040049,0.0095629,0.01377,0.014473,0.00981,0.0057269,0.0047184
0.0011756,0,0.0011399,0.0016057,0.0014145,0.0010723,0.00089967,0.00055093,0.0010808
0.00013448,0.00011724,0.00012711,0.0003035,0.00043701,0.00048545,0.00032905,0.00019209,0.00015827
0,0,0,0,0,0,0,0,0
0.00093156,0,0.0080136,0.055528,0.080469,0.046122,0.041363,0.065592,0.093329
2.9418e-07,3.0824e-16,2.5307e-06,1.7536e-05,2.5412e-05,1.0279e-05,9.2185e-06,1.4619e-05,2.08e-05
0.76608,0.35926,1.2912,3.7361,5.2296,3.0609,1.2343,0.94052,1.0378
