0.014614,0,0,0,0.010706,0.19082,0.027557,0.014289,0.00034021
0,0.0070309,0.020276,0.048833,0.077091,0.059202,0.025569,0.023718,0.019564
0.22421,0.14116,0.24077,0.28233,0.397,0.35547,0.32693,0.27502,0.43769
0.0032262,0.0046613,0.0057599,0.0060787,0.019783,0.039533,0.0074884,0.0058496,0.0047853
0.014406,0.00070231,0.0011979,0.0014046,0.010946,0.19062,0.027692,0.014518,0.0015998
0.00010239,0.0069207,0.019631,0.047354,0.07513,0.058111,0.024812,0.02304,0.018953
0.0096415,0.045373,0.015492,0.004047,0.047544,0.27467,0.0078097,0.00098834,0.0028285
0.0017299,0.0083659,0.022961,0.086009,0.12339,0.10331,0.08605,0.018192,0.064135
0.0097548,0.04445,0.015552,0.0063115,0.047972,0.2692,0.010185,0.0018477,0.0033324
0.78163,0.42621,0.99146,2.123,5.1338,7.5361,3.5153,1.6843,2.3967
