1,0.26464,0.21458,0.6379,0.8472,0.9845,0.34115,0.19395,0.34069,0.2464,0.3516,0.17994,0.49971,0.66668,0.46318,0.15245,0.039588,0.39188,0.53639,0.47169,0.71723,0.59953,0.53516,0.054141,0.85574,0.40257,0.98369,0.80702,0.41129,0.91902,0.3429,0.11024,0.90768,0.83515,0.42321,0.35442,0.49404,0.98438,0.4021,0.072628,0.16941,0.34838,0.87282,0.51364,0.21371,0.28806,0.38734,0.58936,0.31188,0.7259,0.10323
1,0.36622,0.1401,0.76131,0.74491,0.58195,0.42138,0.83259,0.4526,0.68196,0.9683,0.95203,0.11861,0.79921,0.57729,0.98351,0.44353,0.81145,0.39212,0.7541,0.085209,0.096134,0.94259,0.70596,0.54093,0.075082,0.01843,0.22748,0.3785,0.65248,0.071437,0.5433,0.60777,0.99129,0.92082,0.65009,0.9598,0.21422,0.62617,0.6378,0.61453,0.025369,0.448,0.61905,0.15605,0.13013,0.95481,0.60081,0.43969,0.35718,0.47259
1,0.72164,0.66611,0.050397,0.49644,0.35297,0.71091,0.16948,0.053438,0.68862,0.95368,0.81219,0.5537,0.70712,0.11268,0.78055,0.76134,0.67521,0.66846,0.066811,0.19647,0.13722,0.32061,0.7643,0.84394,0.36086,0.22055,0.50366,0.95568,0.60272,0.18481,0.40341,0.15964,0.75494,0.57738,0.83004,0.55083,0.4732,0.082792,0.28729,0.54688,0.054887,0.40844,0.071849,0.42051,0.53349,0.48414,0.017837,0.70904,0.62079,0.21137
1,0.30456,0.65483,0.26132,0.93608,0.99724,0.54666,0.79716,0.45764,0.85628,0.84444,0.033031,0.64313,0.92176,0.52787,0.12894,0.38624,0.71064,0.5331,0.58589,0.32601,0.48281,0.32411,0.56301,0.90412,0.45917,0.86359,0.75688,0.73974,0.24993,0.76184,0.73059,0.11555,0.24544,0.80676,0.52682,0.81869,0.82444,0.42629,0.14062,0.22865,0.65577,0.63354,0.79968,0.033263,0.33188,0.38201,0.25831,0.74231,0.97892,0.18417
1,0.33596,0.54531,0.78561,0.91335,0.29634,0.30458,0.76148,0.16655,0.69928,0.085908,0.89767,0.59388,0.37994,0.056701,0.75251,0.092819,0.60932,0.99378,0.0070689,0.59342,0.92733,0.51313,0.31177,0.45332,0.011767,0.92932,0.92493,0.22234,0.41178,0.90807,0.90329,0.46059,0.92747,0.3269,0.73264,0.7845,0.517,0.68829,0.90328,0.40399,0.32346,0.44792,0.55354,0.32868,0.97136,0.014125,0.060199,0.037493,0.83867,0.38498
1,0.51046,0.84519,0.34735,0.98501,0.68972,0.24024,0.57875,0.80837,0.6449,0.16726,0.3498,0.26892,0.15379,0.95198,0.45075,0.89557,0.85743,0.66227,0.48315,0.53104,0.37578,0.68189,0.0092656,0.63532,0.56877,0.23683,0.32326,0.51118,0.43537,0.35109,0.29002,0.54681,0.17784,0.54936,0.25928,0.7196,0.75364,0.60987,0.46781,0.28243,0.10042,0.48012,0.19252,0.64806,0.73133,0.097288,0.36749,0.39553,0.058111,0.42143
1,0.268,0.83849,0.66031,0.52973,0.87043,0.29413,0.98194,0.57681,0.11964,0.84097,0.15572,0.67011,0.00053663,0.71822,0.7538,0.49625,0.94825,0.85667,0.25868,0.95555,0.07451,0.73815,0.4981,0.66645,0.23696,0.74271,0.56041,0.90445,0.82377,0.47705,0.93674,0.24609,0.2367,0.049899,0.17239,0.49205,0.52297,0.54093,0.33912,0.13165,0.99034,0.49353,0.53795,0.44375,0.051702,0.66071,0.36439,0.54699,0.55175,0.25807
1,0.12925,0.94875,0.59443,0.051773,0.44779,0.36807,0.53544,0.69799,0.054281,0.94774,0.30446,0.16641,0.99348,0.81531,0.92188,0.70792,0.44965,0.45351,0.28794,0.11771,0.37277,0.22762,0.044555,0.29707,0.54665,0.25331,0.67975,0.44955,0.83769,0.72111,0.36798,0.95193,0.093457,0.40708,0.56105,0.23775,0.073235,0.59977,0.58967,0.18546,0.10051,0.3415,0.7446,0.44219,0.16902,0.64461,0.11225,0.57911,0.22297,0.11997
1,0.95042,0.088862,0.28165,0.18704,0.36134,0.21835,0.037685,0.23696,0.29937,0.43857,0.18514,0.77012,0.41206,0.6986,0.58184,0.12497,0.086624,0.657,0.37992,0.10726,0.43418,0.93308,0.10624,0.031231,0.78979,0.36289,0.97919,0.93743,0.46967,0.95526,0.11922,0.96714,0.90607,0.92266,0.4152,0.62558,0.81451,0.49369,0.63851,0.27826,0.8827,0.96246,0.70939,0.31682,0.57795,0.68091,0.6368,0.61518,0.48985,0.21243
1,0.23982,0.72674,0.24047,0.64152,0.0025504,0.65077,0.077912,0.34691,0.69179,0.29268,0.23023,0.019118,0.50527,0.95409,0.89664,0.2014,0.37874,0.39684,0.101,0.86875,0.75421,0.50203,0.057303,0.16632,0.74671,0.036063,0.83901,0.56036,0.93042,0.61021,0.25823,0.44699,0.48232,0.36968,0.25138,0.53119,0.63174,0.37902,0.50353,0.038301,0.56441,0.28035,0.29753,0.0026184,0.58976,0.30315,0.55598,0.26659,0.14239,0.12241
