7.3636,7.6074,7.8655,8.1356,8.4148,14.279,15.158,16.124,17.177
11.406,11.659,11.919,12.184,12.453,19.041,19.921,20.884,21.928
9.5485,9.8536,10.167,10.484,10.801,15.027,15.628,16.245,16.876
15.424,15.735,16.058,16.391,16.728,20.846,21.425,22.016,22.615
4.9463,5.2849,5.6237,5.9589,6.2866,8.3659,8.8425,9.3004,9.7362
7.0882,7.3619,7.6459,7.9373,8.233,16.412,17.439,18.564,19.782
15.83,16.186,16.549,16.912,17.272,21.915,22.403,22.868,23.305
10.011,10.332,10.657,10.983,11.305,13.498,13.998,14.492,14.975
5.0945,5.348,5.614,5.8898,6.1726,9.0373,9.5452,10.079,10.637
19.508,19.863,20.228,20.599,20.971,28.673,29.619,30.614,31.652
9.1476,9.4807,9.8194,10.159,10.496,12.678,13.073,13.439,13.774
9.4239,9.6928,9.9693,10.251,10.534,14.876,15.498,16.155,16.846
7.2059,7.5562,7.9135,8.2729,8.6295,12.643,13.265,13.887,14.504
6.7492,7.0706,7.393,7.713,8.027,16.687,17.743,18.878,20.088
6.1118,6.3745,6.64,6.9064,7.1716,13.371,14.217,15.135,16.124
9.1447,9.3821,9.629,9.8833,10.143,12.678,13.176,13.705,14.264
2.4799,2.694,2.9144,3.1401,3.3701,8.4033,9.1537,9.9838,10.893
14.178,14.502,14.826,15.147,15.462,25.522,26.586,27.729,28.947
4.7579,5.0818,5.403,5.7182,6.0244,14.301,15.353,16.481,17.682
11.261,11.592,11.916,12.232,12.535,22.827,23.885,25.016,26.218
9.762,10.082,10.402,10.717,11.025,17.351,18.071,18.817,19.587
3.0477,3.2613,3.4796,3.7017,3.9268,4.8367,5.1368,5.4472,5.7672
2.1376,2.3472,2.5621,2.7815,3.0046,9.0161,9.8721,10.826,11.877
15.756,15.999,16.254,16.52,16.794,23.934,24.93,26.033,27.24
4.6376,4.8695,5.1083,5.3525,5.6005,6.0946,6.3645,6.6325,6.8973
14.315,14.571,14.837,15.111,15.391,18.491,18.992,19.517,20.064
5.3592,5.6044,5.8542,6.1071,6.3613,13.926,14.889,15.951,17.11
9.9842,10.309,10.639,10.969,11.297,16.411,17.026,17.652,18.283
12.123,12.458,12.795,13.129,13.456,20.404,21.215,22.061,22.938
11.793,12.151,12.514,12.876,13.234,23.164,24.312,25.536,26.833
19.501,19.871,20.25,20.633,21.014,25.242,25.905,26.565,27.219
8.9179,9.2385,9.5577,9.8722,10.179,14.886,15.533,16.196,16.871
1.8955,2.1158,2.3422,2.5734,2.8083,4.6561,5.0616,5.4908,5.9429
10.227,10.506,10.793,11.082,11.373,19.177,20.235,21.392,22.644
13.087,13.436,13.789,14.139,14.485,21.037,21.756,22.491,23.236
11.863,12.208,12.548,12.878,13.196,20.224,20.919,21.625,22.339
9.4786,9.7514,10.04,10.34,10.648,13.122,13.62,14.135,14.664
9.8047,10.163,10.525,10.888,11.246,19.899,21.001,22.172,23.409
15.567,15.919,16.268,16.61,16.941,23.233,23.81,24.377,24.931
12.659,12.989,13.32,13.647,13.968,20.318,20.962,21.617,22.28
4.3057,4.6331,4.9586,5.2791,5.5911,6.9891,7.3418,7.6614,7.9449
10.963,11.278,11.593,11.904,12.21,14.58,14.925,15.241,15.527
9.9552,10.28,10.601,10.916,11.22,20.934,21.998,23.139,24.354
19.152,19.52,19.889,20.256,20.616,30.421,31.392,32.407,33.463
2.7353,3.0286,3.3247,3.6207,3.9138,10.271,11.185,12.169,13.22
1.9141,2.1282,2.3475,2.5711,2.7981,6.9789,7.6284,8.3418,9.1184
15.198,15.536,15.88,16.226,16.57,25.569,26.574,27.643,28.773
12.589,12.909,13.239,13.575,13.911,21.223,22.216,23.279,24.409
4.2813,4.5376,4.7921,5.0435,5.2904,7.981,8.3796,8.7835,9.1915
8.4693,8.7606,9.0524,9.3419,9.6266,16.013,16.741,17.509,18.317
8.6485,8.9666,9.2916,9.6197,9.9467,15.548,16.259,16.998,17.761
11.876,12.182,12.489,12.792,13.091,20.955,21.83,22.762,23.749
3.1496,3.4177,3.6875,3.957,4.224,5.3151,5.6379,5.9497,6.249
7.3942,7.6963,8.0011,8.3055,8.6065,14.267,15.095,15.973,16.902
4.8512,5.1216,5.403,5.6926,5.987,10.115,10.771,11.468,12.205
9.2582,9.5019,9.7599,10.03,10.308,13.566,14.15,14.776,15.443
6.9369,7.1842,7.4402,7.7027,7.9695,10.45,10.9,11.369,11.855
13.647,13.96,14.278,14.598,14.916,18.846,19.392,19.942,20.494
7.7141,8.0209,8.3301,8.6382,8.9423,11.859,12.3,12.731,13.15
14.592,14.926,15.261,15.591,15.914,25.826,26.878,28.002,29.194
2.5272,2.7434,2.9691,3.2028,3.4431,6.4084,6.9524,7.5441,8.1823
7.4803,7.7417,8.0038,8.2648,8.5229,11.782,12.215,12.657,13.105
