0.45305,0.20065,0.63113,0.017791,0.83855,0.52555
0.85756,0.40596,0.57589,0.69116,0.86385,0.83351
0.82048,0.31259,0.28087,0.29738,0.44766,0.58944
0.92028,0.65631,0.48598,0.32737,0.91528,0.087457
0.39048,0.29427,0.4284,0.44466,0.95294,0.016277
0.2978,0.15975,0.35043,0.93399,0.77323,0.90719
0.10642,0.13997,0.60692,0.76521,0.25766,0.049854
0.82835,0.48168,0.90193,0.23502,0.29739,0.33389
0.8489,0.76447,0.34434,0.48027,0.43741,0.6697
0.15188,0.50713,0.60989,0.11736,0.60335,0.22982
0.058034,0.97678,0.72455,0.023331,0.59728,0.1671
0.78323,0.21741,0.26161,0.076005,0.68594,0.43531
0.091018,0.22739,0.61403,0.6654,0.056288,0.64207
0.26014,0.39412,0.81974,0.99094,0.59934,0.54546
0.25008,0.39066,0.03623,0.20736,0.74406,0.81289
0.44999,0.93067,0.88849,0.99599,0.9426,0.236
0.56228,0.71099,0.13302,0.64461,0.56544,0.64122
0.42013,0.37472,0.87219,0.90534,0.3133,0.50181
0.94413,0.33869,0.70799,0.65215,0.58582,0.69503
0.44206,0.2687,0.5505,0.64375,0.09914,0.063189
0.2411,0.53488,0.82781,0.23372,0.42524,0.54095
0.14297,0.16352,0.30122,0.16138,0.75134,0.75428
0.29837,0.45347,0.32668,0.42538,0.83998,0.60376
0.9268,0.24207,0.83511,0.92679,0.25584,0.72392
0.99073,0.36885,0.20174,0.55496,0.74658,0.052738
0.43883,0.4079,0.5894,0.32577,0.65135,0.12038
0.52954,0.39725,0.31741,0.70832,0.52212,0.48945
0.47924,0.46467,0.34118,0.91589,0.70775,0.21042
0.95627,0.90321,0.41926,0.66126,0.92319,0.3098
0.84483,0.065326,0.08676,0.45006,0.34216,0.084622
0.6296,0.052052,0.22649,0.2851,0.19115,0.36105
0.057907,0.034149,0.64457,0.88455,0.85281,0.92778
0.46901,0.77306,0.77896,0.22239,0.11901,0.0090047
0.30237,0.15003,0.3175,0.11259,0.97343,0.047112
0.40728,0.085435,0.35585,0.10094,0.69815,0.56398
0.44765,0.25781,0.76355,0.35344,0.41413,0.56366
0.69635,0.049269,0.75306,0.23238,0.81581,0.9435
0.24256,0.34279,0.62268,0.50709,0.65873,0.10289
0.62165,0.97352,0.44433,0.53056,0.57454,0.064878
0.83775,0.18692,0.01648,0.20381,0.43872,0.60515
0.1516,0.38303,0.36694,0.95986,0.35805,0.41361
0.43021,0.34192,0.30527,0.056716,0.67213,0.40806
0.69249,0.56119,0.16257,0.15355,0.5122,0.89407
0.23902,0.2142,0.78885,0.59016,0.71324,0.47921
0.62657,0.13804,0.5131,0.043121,0.75043,0.48426
0.39616,0.50591,0.97002,0.074991,0.066922,0.49955
0.71514,0.32129,0.92268,0.74167,0.13904,0.51961
0.63828,0.18166,0.25966,0.39715,0.10167,0.41851
0.49334,0.29259,0.068454,0.97039,0.51682,0.53602
0.5855,0.92238,0.46192,0.65811,0.71825,0.44013
0.14921,0.4057,0.63814,0.53527,0.40764,0.99015
0.94651,0.86759,0.11821,0.29302,0.40458,0.86592
0.93285,0.15493,0.50825,0.53127,0.40179,0.88536
0.91203,0.47154,0.72516,0.95305,0.72473,0.3796
0.46001,0.82627,0.26341,0.7474,0.71074,0.22756
0.62576,0.785,0.25287,0.46754,0.98279,0.90339
0.73011,0.48215,0.037527,0.4983,0.93962,0.52248
0.77615,0.4593,0.91334,0.27304,0.63875,0.89078
0.68955,0.35402,0.55405,0.36195,0.47193,0.79626
0.92454,0.76743,0.068973,0.3976,0.014634,0.048034
0.040892,0.0023743,0.88035,0.48295,0.64764,0.70006
0.74591,0.4997,0.080992,0.90425,0.6915,0.91323
0.4774,0.47497,0.35154,0.13808,0.17025,0.50995
0.72108,0.25728,0.1854,0.30835,0.20694,0.85519
0.90393,0.17583,0.67838,0.19181,0.15527,0.90378
0.59826,0.74547,0.72753,0.30708,0.80716,0.54002
0.60862,0.32452,0.28019,0.49672,0.90604,0.97664
0.23327,0.22714,0.31883,0.516,0.83692,0.90074
0.0038837,0.39087,0.63135,0.10824,0.58474,0.43351
0.66147,0.14705,0.38558,0.59395,0.19407,0.71367
0.056764,0.97336,0.076679,0.20813,0.18358,0.4355
0.52045,0.59245,0.45355,0.40244,0.83524,0.53919
0.94006,0.54827,0.10267,0.66889,0.65791,0.084048
0.47949,0.30247,0.6106,0.63838,0.86375,0.65203
0.6775,0.60085,0.52194,0.66366,0.66815,0.0092457
0.75469,0.79899,0.74794,0.04797,0.83317,0.051528
0.55676,0.52236,0.86471,0.71696,0.0076977,0.8335
0.37598,0.35045,0.46452,0.32698,0.3762,0.76124
0.12061,0.83441,0.54337,0.36553,0.6275,0.73811
0.60576,0.43765,0.408,0.85505,0.39919,0.46375
0.51534,0.5144,0.015016,0.58394,0.56424,0.20388
0.98493,0.54627,0.21098,0.63307,0.99992,0.87958
0.74394,0.020578,0.78064,0.64044,0.38514,0.77919
0.76834,0.40464,0.30705,0.01415,0.066437,0.42826
0.90564,0.77818,0.18403,0.17242,0.84347,0.32457
0.16342,0.65999,0.67838,0.59438,0.34996,0.30854
0.98734,0.56359,0.70293,0.29194,0.33477,0.70138
0.070008,0.49123,0.032651,0.81366,0.03044,0.52513
0.88317,0.76334,0.91281,0.7821,0.57833,0.68469
0.0156,0.94577,0.12044,0.94438,0.0095047,0.95415
0.49633,0.7843,0.11959,0.19505,0.03469,0.86067
0.49597,0.93818,0.47861,0.36828,0.13032,0.72431
0.65753,0.89679,0.11765,0.32546,0.50782,0.69827
0.63109,0.95741,0.1659,0.15716,0.31649,0.6601
0.95709,0.84706,0.94862,0.24078,0.20481,0.58784
0.6096,0.023883,0.088668,0.89214,0.64289,0.36749
0.17784,0.46068,0.95904,0.95555,0.35529,0.41188
0.72782,0.48613,0.61124,0.89984,0.18119,0.31832
0.25259,0.17846,0.27851,0.16151,0.33911,0.43947
0.93754,0.98635,0.61034,0.72074,0.69006,0.99768
0.9374,0.11732,0.13413,0.60715,0.11457,0.38142
0.96852,0.19821,0.6753,0.92163,0.198,0.0079821
0.80587,0.94504,0.034828,0.14602,0.29199,0.061146
0.38002,0.56786,0.091392,0.58119,0.64233,0.44231
0.33607,0.61707,0.44207,0.10041,0.69528,0.6039
0.75974,0.52598,0.37359,0.40402,0.28611,0.84117
0.20618,0.49948,0.88625,0.6102,0.17668,0.46702
0.68897,0.91134,0.74608,0.41456,0.15901,0.47955
0.68562,0.98781,0.41078,0.46941,0.72671,0.61749
0.03078,0.12307,0.13516,0.93954,0.11796,0.53406
0.5894,0.85463,0.49884,0.16429,0.28243,0.30981
0.92009,0.93906,0.8987,0.52482,0.019654,0.68914
0.62937,0.14894,0.60295,0.28663,0.22102,0.26598
0.55102,0.81022,0.5171,0.91416,0.93353,0.13699
0.88373,0.56953,0.84681,0.17536,0.53825,0.63658
0.93852,0.090862,0.21089,0.64766,0.63152,0.54309
0.076959,0.40844,0.13008,0.85909,0.70568,0.38287
0.38969,0.052115,0.36958,0.48897,0.59822,0.92907
0.2917,0.8361,0.48494,0.68631,0.88794,0.25647
0.1128,0.86988,0.031113,0.65161,0.64285,0.084211
0.97415,0.85042,0.39687,0.14587,0.4787,0.38575
0.74046,0.10548,0.70946,0.4925,0.72225,0.88132
0.68477,0.12281,0.57619,0.17163,0.5966,0.83416
0.80546,0.35731,0.96851,0.53566,0.97047,0.21924
0.095859,0.43866,0.057731,0.086565,0.70864,0.24348
0.033946,0.66909,0.75721,0.37131,0.060492,0.16605
0.059163,0.51931,0.67305,0.38751,0.52212,0.71004
0.7556,0.9608,0.59472,0.49307,0.55056,0.58121
0.96988,0.92172,0.3383,0.25922,0.83693,0.28564
0.052979,0.77413,0.52198,0.76297,0.046943,0.46523
0.024509,0.94463,0.8857,0.80734,0.6569,0.067131
0.38596,0.35273,0.74252,0.29515,0.39268,0.56906
0.58925,0.87049,0.32324,0.63308,0.97974,0.23335
0.096824,0.046188,0.51106,0.35951,0.43551,0.90938
0.23892,0.802,0.58541,0.12048,0.62096,0.69078
0.63429,0.018195,0.83382,0.87522,0.39613,0.92382
0.34838,0.53652,0.9114,0.88557,0.88566,0.42149
0.99093,0.065932,0.34502,0.71765,0.56274,0.62845
0.74768,0.18015,0.45252,0.30055,0.4062,0.929
0.71939,0.41458,0.64963,0.81882,0.86758,0.41592
0.057216,0.40748,0.99251,0.32879,0.12837,0.34145
0.5371,0.33517,0.89472,0.30955,0.75847,0.45339
0.076675,0.55509,0.93238,0.64491,0.19965,0.2424
0.36352,0.86654,0.39477,0.9125,0.65087,0.65335
0.98365,0.34072,0.70849,0.49235,0.66029,0.037593
0.42949,0.62768,0.4944,0.43457,0.93704,0.020078
0.98228,0.29209,0.15099,0.082759,0.2309,0.40182
0.66691,0.4844,0.30733,0.097983,0.70042,0.023393
0.080206,0.38431,0.68934,0.36997,0.37826,0.099917
0.15112,0.56282,0.056119,0.59658,0.2236,0.61427
0.55166,0.43708,0.78167,0.90209,0.26323,0.81675
0.05812,0.66969,0.86432,0.79016,0.040104,0.75107
0.80185,0.21753,0.53775,0.68631,0.17264,0.64096
0.51098,0.84051,0.79373,0.060276,0.42004,0.55107
0.0346,0.84095,0.41924,0.65903,0.747,0.86935
0.19605,0.018687,0.64484,0.64868,0.98603,0.67614
0.7349,0.084042,0.60718,0.54978,0.89206,0.84047
0.47418,0.21523,0.32716,0.55872,0.26382,0.86672
0.47804,0.67207,0.99888,0.024416,0.8841,0.77582
0.4377,0.25807,0.54767,0.40369,0.20181,0.99281
0.33614,0.57303,0.80814,0.88439,0.5307,0.21294
0.7193,0.38894,0.46642,0.71945,0.9966,0.10363
0.20409,0.36094,0.63931,0.89093,0.19881,0.080517
0.31498,0.27172,0.14546,0.40122,0.71635,0.1903
0.65739,0.065869,0.17998,0.42212,0.57776,0.19915
0.67404,0.37334,0.15152,0.83872,0.10937,0.37376
0.43478,0.51651,0.53688,0.90386,0.70992,0.24732
0.67345,0.0095607,0.39785,0.83253,0.60436,0.28046
0.75854,0.50316,0.25552,0.66636,0.080832,0.93572
0.43852,0.83718,0.33225,0.51745,0.93707,0.37829
0.98526,0.81725,0.55508,0.58287,0.94672,0.89428
0.10078,0.84346,0.40801,0.90583,0.45622,0.49132
0.82,0.48254,0.59167,0.56556,0.14968,0.7327
0.79144,0.40077,0.19634,0.73005,0.39307,0.19352
0.61216,0.528,0.36508,0.70733,0.34816,0.66366
0.43076,0.69756,0.17148,0.11099,0.61631,0.25959
0.030449,0.65075,0.46058,0.6383,0.37969,0.54398
0.017152,0.95359,0.49655,0.49496,0.10308,0.030683
0.94269,0.71622,0.7438,0.75883,0.97798,0.58858
0.83412,0.76954,0.14358,0.70342,0.55301,0.67354
0.27287,0.47934,0.15531,0.92076,0.49704,0.67582
0.031166,0.95827,0.35445,0.098737,0.021763,0.57852
0.37981,0.63588,0.34222,0.15713,0.93624,0.95608
0.047397,0.32731,0.34879,0.14272,0.21192,0.41393
0.088025,0.70423,0.063246,0.102,0.37052,0.63271
0.43091,0.97202,0.21608,0.11081,0.71295,0.48347
0.17464,0.63327,0.19139,0.99173,0.98033,0.5445
0.16911,0.50412,0.8573,0.0019852,0.68126,0.99197
0.56427,0.121,0.39789,0.31926,0.90966,0.38781
0.42919,0.59269,0.28971,0.82048,0.18766,0.46711
0.076858,0.5141,0.010891,0.069103,0.7158,0.86054
0.3039,0.12442,0.196,0.015406,0.62098,0.18529
0.019199,0.87262,0.98423,0.91471,0.15922,0.47969
0.79552,0.46527,0.7911,0.69594,0.90512,0.22945
0.7955,0.78672,0.14187,0.76698,0.82484,0.27645
0.58617,0.50885,0.74214,0.39577,0.47902,0.036642
0.036962,0.32914,0.7462,0.61134,0.3843,0.46184
0.033384,0.062763,0.060279,0.65684,0.82503,0.49087
0.90531,0.64233,0.44058,0.22353,0.052957,0.96578
0.51379,0.15884,0.60973,0.84627,0.76054,0.76664
