9.5824,9.755,9.9267,10.097,10.266,10.433,10.597,10.758,10.916,11.07,19.035,19.464,19.905,20.357,20.819,21.292,21.774,22.266,22.768
11.401,11.571,11.742,11.915,12.09,12.264,12.439,12.614,12.787,12.959,17.087,17.349,17.608,17.863,18.116,18.364,18.607,18.845,19.079
3.3728,3.4802,3.5915,3.7067,3.8255,3.9477,4.073,4.2012,4.3319,4.4648,5.8265,6.0245,6.229,6.4399,6.6568,6.8796,7.1081,7.342,7.5813
11.833,11.993,12.158,12.325,12.496,12.669,12.844,13.021,13.197,13.374,16.933,17.209,17.486,17.764,18.041,18.318,18.593,18.866,19.137
8.4376,8.5973,8.7569,8.9162,9.0747,9.2319,9.3877,9.5415,9.693,9.842,13.906,14.162,14.417,14.671,14.924,15.175,15.424,15.671,15.915
9.9207,10.062,10.206,10.354,10.503,10.655,10.808,10.963,11.118,11.273,13.41,13.606,13.801,13.994,14.185,14.372,14.557,14.738,14.915
8.5097,8.614,8.7208,8.8302,8.9419,9.0559,9.172,9.2899,9.4094,9.5305,16.138,16.59,17.071,17.582,18.121,18.69,19.287,19.913,20.568
7.535,7.6597,7.7885,7.9214,8.0578,8.1976,8.3403,8.4854,8.6325,8.7813,10.068,10.26,10.454,10.65,10.846,11.044,11.242,11.441,11.639
4.2732,4.3985,4.5241,4.6499,4.7756,4.901,5.0261,5.1506,5.2744,5.3972,9.659,9.9688,10.291,10.625,10.971,11.329,11.698,12.078,12.47
14.013,14.188,14.365,14.542,14.719,14.896,15.072,15.247,15.419,15.589,24.448,24.9,25.365,25.842,26.33,26.83,27.34,27.861,28.391
7.8963,8.0155,8.138,8.2636,8.3921,8.5231,8.6565,8.7917,8.9286,9.0668,15.761,16.207,16.678,17.174,17.695,18.24,18.81,19.404,20.021
15.018,15.182,15.349,15.517,15.687,15.857,16.027,16.197,16.366,16.534,22.546,22.921,23.304,23.696,24.094,24.5,24.912,25.331,25.755
7.3771,7.499,7.6226,7.7478,7.8743,8.002,8.1305,8.2597,8.3893,8.5191,12.141,12.423,12.715,13.017,13.329,13.651,13.983,14.324,14.675
15.263,15.435,15.609,15.784,15.96,16.135,16.31,16.484,16.657,16.827,21.561,21.832,22.101,22.366,22.628,22.886,23.14,23.389,23.633
7.2933,7.4288,7.5651,7.7017,7.8386,7.9754,8.1119,8.2477,8.3827,8.5166,12.658,12.942,13.233,13.532,13.838,14.15,14.469,14.795,15.127
1.928,2.0471,2.1674,2.2887,2.4109,2.5337,2.6571,2.7808,2.9047,3.0284,3.5816,3.721,3.8593,3.9961,4.1315,4.2651,4.3968,4.5266,4.6544
12.576,12.741,12.909,13.079,13.251,13.425,13.599,13.774,13.948,14.121,20.312,20.681,21.057,21.441,21.831,22.227,22.629,23.036,23.448
4.6233,4.772,4.9214,5.0711,5.2207,5.37,5.5186,5.6662,5.8123,5.9567,12.445,12.895,13.365,13.852,14.358,14.882,15.423,15.982,16.558
9.4202,9.5672,9.7141,9.8609,10.007,10.152,10.296,10.439,10.58,10.719,13.539,13.714,13.885,14.05,14.211,14.366,14.515,14.658,14.796
6.8096,6.9474,7.0858,7.2247,7.3637,7.5026,7.6412,7.779,7.916,8.0517,11.395,11.619,11.844,12.071,12.299,12.527,12.757,12.987,13.217
10.285,10.458,10.632,10.805,10.978,11.149,11.319,11.487,11.653,11.816,14.999,15.206,15.406,15.597,15.779,15.951,16.114,16.267,16.409
2.5553,2.6609,2.7698,2.8819,2.9969,3.1147,3.235,3.3577,3.4824,3.6089,8.3799,8.7438,9.1291,9.5357,9.9633,10.412,10.881,11.371,11.881
7.4597,7.6169,7.7753,7.9346,8.0942,8.2538,8.413,8.5713,8.7283,8.8836,15.694,16.113,16.545,16.992,17.451,17.923,18.408,18.905,19.414
13.039,13.214,13.389,13.565,13.74,13.914,14.086,14.257,14.425,14.591,25.255,25.795,26.356,26.937,27.538,28.158,28.796,29.453,30.127
2.8469,2.9568,3.0687,3.1826,3.2982,3.4156,3.5344,3.6544,3.7756,3.8976,5.4932,5.6776,5.8669,6.0609,6.2594,6.4623,6.6696,6.8809,7.0964
10.729,10.896,11.063,11.232,11.402,11.571,11.74,11.908,12.074,12.239,17.064,17.352,17.639,17.926,18.213,18.499,18.783,19.066,19.346
12.499,12.667,12.837,13.008,13.179,13.351,13.523,13.693,13.862,14.029,18.823,19.122,19.423,19.724,20.025,20.325,20.624,20.923,21.22
7.4228,7.5781,7.7357,7.8952,8.0561,8.2181,8.3805,8.543,8.7049,8.866,16.084,16.566,17.067,17.588,18.128,18.686,19.262,19.856,20.468
17.524,17.687,17.853,18.022,18.191,18.363,18.534,18.706,18.877,19.048,24.756,25.093,25.437,25.784,26.137,26.493,26.853,27.216,27.581
7.4944,7.668,7.8421,8.0163,8.19,8.3627,8.534,8.7034,8.8703,9.0344,17.38,17.893,18.425,18.974,19.541,20.124,20.725,21.341,21.974
20.142,20.305,20.471,20.638,20.807,20.976,21.147,21.316,21.486,21.653,27.287,27.609,27.934,28.264,28.596,28.932,29.269,29.608,29.949
12.701,12.87,13.043,13.217,13.394,13.573,13.752,13.931,14.11,14.288,20.622,21.05,21.489,21.94,22.401,22.873,23.354,23.844,24.343
6.8926,7.066,7.2405,7.4156,7.5906,7.7651,7.9385,8.1104,8.2803,8.4476,11.908,12.178,12.445,12.709,12.969,13.225,13.476,13.722,13.962
5.613,5.7349,5.8576,5.9808,6.1045,6.2283,6.3523,6.4761,6.5996,6.7226,10.771,11.05,11.339,11.638,11.947,12.266,12.594,12.932,13.279
12.047,12.215,12.386,12.56,12.736,12.913,13.09,13.268,13.445,13.621,19.385,19.743,20.107,20.476,20.85,21.228,21.61,21.996,22.385
3.3699,3.493,3.6192,3.7482,3.8797,4.0135,4.1493,4.2866,4.4253,4.5648,7.9559,8.2503,8.556,8.8727,9.2,9.5376,9.8854,10.243,10.611
12.012,12.176,12.342,12.51,12.679,12.85,13.02,13.191,13.361,13.529,17.194,17.492,17.792,18.093,18.395,18.698,19.001,19.303,19.605
5.8326,5.9838,6.1352,6.2866,6.4375,6.5878,6.7369,6.8846,7.0306,7.1746,12.355,12.71,13.075,13.45,13.834,14.227,14.629,15.039,15.458
