0.29,0.66,0.81,0.81,0.97,1,1,1
0.285,0.67,0.815,0.815,0.96,1,1,1
0.32,0.75,0.89,0.89,0.98,1,1,1
0.3,0.675,0.815,0.815,0.99,1,1,1
0.325,0.735,0.87,0.87,0.97,1,1,1
0.3,0.695,0.825,0.825,0.985,0.995,0.995,1
0.27,0.72,0.83,0.83,0.99,1,1,1
0.33,0.72,0.83,0.83,0.975,1,1,1
0.355,0.68,0.815,0.815,0.97,1,1,1
0.28,0.685,0.83,0.83,0.98,1,1,1
0.28,0.695,0.805,0.805,0.96,0.99,1,1
0.375,0.755,0.865,0.865,0.985,1,1,1
0.26,0.675,0.795,0.795,0.975,1,1,1
0.355,0.765,0.875,0.875,0.98,1,1,1
0.26,0.665,0.83,0.83,0.97,0.995,1,1
0.295,0.69,0.84,0.84,0.945,1,1,1
0.34,0.74,0.89,0.89,0.99,1,1,1
0.31,0.69,0.82,0.82,0.98,1,1,1
0.375,0.785,0.855,0.855,0.965,1,1,1
0.29,0.69,0.835,0.835,0.965,1,1,1
0.4,0.765,0.885,0.885,0.98,0.995,1,1
0.315,0.69,0.825,0.825,0.98,1,1,1
0.355,0.75,0.85,0.85,0.965,1,1,1
0.345,0.68,0.795,0.795,0.96,1,1,1
0.325,0.71,0.825,0.825,0.985,1,1,1
0.31,0.73,0.845,0.845,0.98,1,1,1
0.31,0.71,0.82,0.82,0.975,1,1,1
0.31,0.7,0.82,0.82,0.98,1,1,1
0.365,0.675,0.84,0.84,0.995,1,1,1
0.335,0.715,0.835,0.835,0.975,0.995,0.995,1
0.325,0.74,0.87,0.87,0.975,0.995,1,1
0.3,0.72,0.835,0.835,0.985,1,1,1
0.32,0.73,0.84,0.84,0.985,1,1,1
0.25,0.62,0.775,0.775,0.99,1,1,1
0.345,0.685,0.835,0.835,0.99,1,1,1
0.3,0.71,0.835,0.835,0.99,0.995,1,1
0.345,0.72,0.87,0.87,0.985,1,1,1
0.265,0.71,0.845,0.845,0.985,1,1,1
0.255,0.675,0.85,0.85,0.985,1,1,1
0.39,0.82,0.88,0.88,0.985,1,1,1
0.37,0.715,0.865,0.865,0.995,1,1,1
0.275,0.71,0.835,0.835,0.985,0.995,0.995,1
0.32,0.75,0.875,0.875,0.965,1,1,1
0.25,0.655,0.785,0.785,0.97,1,1,1
0.32,0.71,0.82,0.82,0.99,1,1,1
0.285,0.715,0.825,0.825,0.985,1,1,1
0.265,0.665,0.81,0.81,0.97,1,1,1
0.275,0.705,0.845,0.845,0.955,0.995,1,1
0.305,0.715,0.83,0.83,0.97,0.995,0.995,1
0.32,0.71,0.875,0.875,0.98,1,1,1
