0.375,0.78,0.91,0.91,0.995,1,1,1
0.445,0.815,0.935,0.935,0.995,1,1,1
0.445,0.84,0.955,0.955,0.995,1,1,1
0.42,0.78,0.925,0.925,0.995,1,1,1
0.435,0.855,0.92,0.92,0.995,1,1,1
0.425,0.805,0.93,0.93,0.99,1,1,1
0.36,0.815,0.945,0.945,0.995,1,1,1
0.415,0.8,0.92,0.92,0.995,1,1,1
0.43,0.83,0.935,0.935,1,1,1,1
0.43,0.795,0.915,0.915,0.995,1,1,1
0.395,0.805,0.895,0.895,0.99,1,1,1
0.475,0.855,0.945,0.945,0.99,1,1,1
0.38,0.78,0.91,0.91,1,1,1,1
0.485,0.865,0.95,0.95,0.995,1,1,1
0.375,0.815,0.945,0.945,0.99,1,1,1
0.445,0.845,0.91,0.91,0.99,1,1,1
0.41,0.85,0.955,0.955,1,1,1,1
0.37,0.78,0.93,0.93,0.99,1,1,1
0.505,0.84,0.92,0.92,0.995,1,1,1
0.43,0.81,0.925,0.925,0.99,1,1,1
0.48,0.85,0.93,0.93,0.995,1,1,1
0.42,0.835,0.945,0.945,0.995,1,1,1
0.44,0.83,0.925,0.925,1,1,1,1
0.425,0.78,0.91,0.91,0.995,1,1,1
0.435,0.83,0.965,0.965,0.995,1,1,1
0.41,0.825,0.9,0.9,0.995,1,1,1
0.395,0.82,0.925,0.925,1,1,1,1
0.415,0.825,0.93,0.93,0.99,1,1,1
0.475,0.805,0.925,0.925,1,1,1,1
0.35,0.79,0.92,0.92,0.99,0.995,1,1
0.41,0.855,0.915,0.915,0.995,1,1,1
0.45,0.83,0.915,0.915,1,1,1,1
0.395,0.81,0.915,0.915,1,1,1,1
0.455,0.8,0.905,0.905,1,1,1,1
0.405,0.8,0.93,0.93,1,1,1,1
0.4,0.835,0.94,0.94,0.995,1,1,1
0.415,0.835,0.915,0.915,0.995,1,1,1
0.46,0.85,0.93,0.93,0.995,1,1,1
0.355,0.82,0.925,0.925,1,1,1,1
0.51,0.875,0.955,0.955,0.99,1,1,1
0.465,0.84,0.925,0.925,1,1,1,1
0.37,0.83,0.945,0.945,0.995,1,1,1
0.43,0.86,0.94,0.94,1,1,1,1
0.4,0.805,0.895,0.895,1,1,1,1
0.34,0.785,0.89,0.89,0.995,1,1,1
0.405,0.81,0.93,0.93,1,1,1,1
0.33,0.775,0.9,0.9,0.995,1,1,1
0.405,0.83,0.9,0.9,0.995,1,1,1
0.41,0.805,0.915,0.915,0.99,1,1,1
0.415,0.855,0.925,0.925,1,1,1,1
