0.37,0.77,0.905,0.905,0.995,1,1,1
0.415,0.8,0.93,0.93,0.995,1,1,1
0.42,0.85,0.95,0.95,0.99,1,1,1
0.44,0.78,0.915,0.915,0.995,1,1,1
0.41,0.835,0.925,0.925,0.995,1,1,1
0.445,0.825,0.93,0.93,0.99,1,1,1
0.36,0.8,0.93,0.93,0.995,1,1,1
0.405,0.785,0.91,0.91,0.995,1,1,1
0.44,0.795,0.92,0.92,1,1,1,1
0.455,0.805,0.9,0.9,0.995,1,1,1
0.38,0.8,0.875,0.875,0.99,1,1,1
0.51,0.86,0.95,0.95,0.99,1,1,1
0.36,0.755,0.895,0.895,0.995,1,1,1
0.475,0.85,0.93,0.93,0.995,1,1,1
0.355,0.8,0.925,0.925,0.99,1,1,1
0.415,0.82,0.895,0.895,0.99,1,1,1
0.39,0.815,0.95,0.95,1,1,1,1
0.385,0.775,0.93,0.93,0.985,1,1,1
0.505,0.85,0.91,0.91,0.995,1,1,1
0.365,0.8,0.905,0.905,0.985,1,1,1
0.465,0.83,0.92,0.92,0.995,1,1,1
0.4,0.81,0.925,0.925,0.995,1,1,1
0.455,0.825,0.9,0.9,1,1,1,1
0.45,0.78,0.915,0.915,0.995,1,1,1
0.425,0.8,0.945,0.945,0.995,1,1,1
0.405,0.8,0.895,0.895,0.995,1,1,1
0.38,0.795,0.905,0.905,0.995,1,1,1
0.405,0.805,0.925,0.925,0.99,1,1,1
0.465,0.805,0.91,0.91,1,1,1,1
0.395,0.79,0.92,0.92,0.985,0.995,1,1
0.385,0.82,0.9,0.9,0.995,1,1,1
0.435,0.805,0.905,0.905,0.995,1,1,1
0.43,0.825,0.905,0.905,1,1,1,1
0.365,0.725,0.895,0.895,1,1,1,1
0.43,0.795,0.935,0.935,1,1,1,1
0.38,0.805,0.92,0.92,0.995,1,1,1
0.425,0.81,0.925,0.925,1,1,1,1
0.465,0.845,0.93,0.93,0.995,1,1,1
0.375,0.81,0.92,0.92,0.995,1,1,1
0.49,0.87,0.955,0.955,0.99,1,1,1
0.455,0.82,0.925,0.925,1,1,1,1
0.35,0.795,0.925,0.925,0.995,1,1,1
0.425,0.855,0.935,0.935,0.99,1,1,1
0.385,0.785,0.885,0.885,1,1,1,1
0.43,0.795,0.905,0.905,0.995,1,1,1
0.44,0.805,0.905,0.905,0.995,1,1,1
0.37,0.76,0.9,0.9,0.995,1,1,1
0.415,0.82,0.905,0.905,0.99,1,1,1
0.41,0.815,0.925,0.925,0.99,1,1,1
0.38,0.825,0.91,0.91,1,1,1,1
