9.7235,10.245,10.189,10.624,11.071,11.543,12.029,12.671,13.604,14.422,15.888,18.365,19.355,19.988,20.18,20.698,21.05,21.287,26.524
9.0742,11.619,12.635,13.239,13.696,14.113,14.695,15.799,16.795,17.69,18.215,18.188,18.61,19.121,19.548,20.124,20.792,22.854,25.306
-0.4758,1.9142,3.0223,3.3656,3.5946,3.5808,3.9032,4.7299,5.2244,5.501,6.218,5.9535,6.3226,6.974,7.5052,8.0904,8.7439,10.638,17.344
6.3905,10.198,12.241,12.823,13.186,13.588,14.145,15.234,16.317,17.208,18.065,17.84,18.605,19.125,20.02,20.56,21.419,24.307,23.907
7.3934,8.4729,8.6695,9.0611,9.3058,9.4972,9.9926,10.464,11.007,11.597,12.064,12.544,12.982,13.566,14.008,14.48,14.888,15.704,24.429
5.3043,8.3508,9.8681,10.298,10.565,10.964,11.254,12.016,12.788,13.62,14.208,13.106,13.436,13.735,14.338,14.759,15.508,17.731,22.96
-0.40477,1.7161,3.0375,3.6486,4.457,5.1478,5.3183,5.9919,6.6911,7.0905,8.1257,9.4716,10.243,10.906,11.537,11.898,12.417,12.085,15.502
2.3793,5.8178,7.867,8.253,8.6929,9.0033,9.2141,9.7498,9.9867,10.192,10.793,10.122,10.735,10.922,11.546,12.182,13.074,15.281,20.036
2.6058,3.6619,4.2422,4.6569,4.9667,5.1009,5.3644,5.4789,6.4819,6.7551,7.237,8.6725,9.7747,10.102,10.595,10.728,10.9,10.51,20.591
9.8049,12.349,13.13,13.565,14.105,14.508,15.184,16.717,17.29,19.245,20.93,23.083,23.529,24.257,24.805,25.948,26.584,27.237,28.226
2.0976,5.2056,7.0168,7.4981,7.5319,7.7883,7.8153,8.0577,8.1836,8.6647,10.509,13.599,14.783,15.607,16.19,16.958,17.876,18.277,20.237
8.3985,11.394,12.948,13.565,14.394,15.315,16.023,16.277,17.837,18.604,19.753,20.304,20.47,21.331,21.924,22.495,23.299,24.322,25.275
2.7132,4.4808,5.62,5.903,6.2891,6.7856,7.0018,7.076,7.6027,7.5609,8.7397,9.3815,10.107,10.487,10.827,11.116,11.398,11.692,21.016
9.3615,12.194,13.451,13.998,14.502,15.167,15.571,16.119,16.737,17.542,18.222,18.218,18.483,19.191,19.688,20.584,21.238,22.865,26.515
4.9095,5.9441,6.5152,6.8259,7.1141,7.4496,7.7277,7.9151,8.1386,8.3625,9.2297,10.422,11.017,11.502,11.899,12.262,12.461,12.507,22.619
1.2504,1.9388,2.1245,2.2232,2.8701,3.2336,3.5222,3.8906,3.8959,3.9865,4.1878,3.6922,3.7788,3.9126,4.1719,4.2867,4.6439,5.9668,18.668
8.1494,11.428,12.761,13.281,13.689,13.983,14.492,15.376,16.104,16.88,17.831,19.175,19.658,20.606,21.145,22.301,23.371,25.096,24.678
5.0066,6.5217,7.2351,7.7119,8.2725,8.8867,9.5347,10.108,10.704,11.182,12.98,14.471,15.709,16.471,17.229,17.145,17.876,18.414,23.73
6.8516,8.2175,8.7213,9.0498,9.2726,9.3987,9.6878,9.9329,10.902,10.734,11.24,11.223,11.347,11.596,11.778,12.561,12.715,13.177,25.009
4.9027,6.0728,6.4259,6.6312,6.8514,7.067,7.3075,7.6964,7.5259,8.5826,8.9292,9.8911,9.612,10.069,10.198,10.725,11.214,11.991,22.329
9.0127,10.425,10.796,11.187,11.694,12.115,12.741,13.461,14.263,14.973,15.053,14.733,14.82,15.17,15.684,15.971,16.436,18.079,25.587
-0.41032,1.5062,2.7088,2.9623,3.0456,2.9889,3.2076,3.9984,4.4637,4.7189,6.1764,8.7124,9.8713,10.673,11.241,11.64,11.937,12.371,17.784
6.4662,7.8126,8.2549,8.6822,9.1774,9.664,10.203,11.13,11.623,12.885,13.996,16.71,17.669,18.412,18.922,19.185,19.671,20.517,24.24
9.9123,11.627,12.202,12.638,13.27,13.874,14.329,15.852,15.98,17.663,20.994,24.327,25.145,25.993,26.514,27.269,27.593,27.727,28.655
1.2664,2.7883,3.5275,3.7818,3.6624,3.7475,3.8694,4.3767,4.3814,5.2853,5.6819,6.21,5.9739,6.2416,6.2868,6.5044,7.1332,8.2784,20.294
8.3458,10.141,10.777,11.327,11.754,12.256,12.693,13.726,14.602,15.674,16.474,17.303,17.713,18.281,18.614,19.215,19.715,21.372,25.673
8.4659,11.104,12.258,12.772,13.161,13.658,14.268,14.97,15.701,16.513,17.275,17.561,18.065,18.905,19.529,20.071,20.901,22.301,25.349
5.9705,7.9595,8.9463,9.327,10.021,10.554,11.262,12.062,13.038,13.615,15.035,16.949,17.851,18.389,19.082,19.506,20.473,21.836,20.683
8.378,12.177,14.266,14.981,15.703,16.577,16.925,16.955,17.273,17.859,18.706,19.969,20.96,21.685,22.19,23.23,23.887,25.089,26.838
8.5857,9.8332,10.186,10.673,11.345,11.947,12.763,13.62,14.776,15.494,17.099,19.407,20.239,20.859,21.334,21.679,22.48,23.71,24.363
8.5208,12.64,15.232,16.046,16.947,18.067,18.505,19.167,19.667,20.496,20.427,20.973,21.764,22.499,22.973,24.144,24.909,26.035,30.323
7.4964,11.13,13.167,13.834,14.452,15.262,15.974,16.767,17.657,18.45,19.925,21.008,22.273,23.044,23.95,24.259,25.395,27.262,24.268
8.898,10.183,10.154,11.028,11.916,12.608,13.477,13.592,14.321,14.721,14.797,14.718,15.351,15.48,16.192,16.45,17.455,20.084,23.401
3.458,4.9521,5.827,6.1942,6.0804,6.1286,6.2116,6.2095,6.3024,6.4743,7.7112,9.4491,9.9682,10.384,10.58,11.069,11.356,11.204,23.393
8.5078,11.581,12.977,13.528,13.902,14.298,14.973,16.239,17.512,18.586,19.626,20.264,20.982,21.669,22.365,22.954,23.757,25.881,25.093
2.0417,3.5854,4.2808,4.5281,4.9495,5.0257,5.6725,6.3916,7.2569,7.7569,8.9803,9.0953,9.3615,9.9763,10.481,10.664,11.482,13.234,19.866
7.0228,10.112,11.754,12.429,13.373,14.438,15.061,15.387,15.937,16.404,16.991,16.559,17.174,17.65,18.264,18.521,19.379,21.616,23.344
6.139,7.0325,7.1935,7.5948,8.1718,8.762,9.2762,9.8243,10.529,11.009,12.283,13.273,14.073,14.331,14.734,14.889,15.232,15.989,21.905
3.8716,4.8768,5.3511,5.674,5.8263,6.1163,6.262,6.9357,7.2764,7.8615,9.2775,11.972,12.772,13.575,14.016,13.926,14.503,14.593,23.899
6.7141,10.106,12.776,13.347,13.969,15.083,15.41,16.673,17.56,19.071,21.391,22.746,23.199,23.76,23.979,24.689,24.682,24.752,24.556
6.7145,10.489,12.839,13.55,14.017,14.925,15.236,15.541,16.26,17.068,19.645,21.954,23.595,24.502,25.184,25.749,26.533,27.246,25.427
6.6303,6.6272,6.5294,7.5615,8.4201,8.718,9.9333,9.5343,9.9555,10.578,10.565,11.634,12.927,13.482,14.672,14.048,15.537,17.799,23.523
2.3414,5.9527,8.267,8.7212,9.3357,9.9874,10.285,10.397,10.739,11.07,12.163,12.616,13.61,14.45,15.072,15.707,16.478,18.019,19.66
3.1634,4.0381,4.388,4.5785,5.1013,5.45,5.8045,6.2353,6.753,7.1013,8.2051,10.109,10.964,11.345,11.721,12.107,12.499,13.095,21.583
-0.025315,0.70224,1.1219,1.2897,1.6622,1.603,1.9682,1.9898,2.4609,2.5645,2.7764,2.8789,3.4843,3.89,4.3942,4.4485,4.4992,4.658,15.808
10.12,13.781,15.639,16.369,16.769,17.491,17.889,18.552,19.388,20.458,23.279,24.311,25.761,26.677,27.502,28.413,29.1,30.352,27.446
5.733,6.3216,6.2609,6.6924,7.5626,7.7002,8.8323,9.4096,10.116,10.567,11.715,13.822,14.406,15.035,15.515,15.717,16.638,18.077,22.432
4.6959,7.3725,8.587,9.1848,9.5398,9.8025,10.326,11.716,11.964,12.518,13.209,13.543,13.988,14.538,15.07,15.428,16.253,19.128,22.47
7.9458,11.167,12.407,12.979,13.345,13.668,14.101,15.045,14.905,15.617,15.762,15.731,16.307,16.861,17.292,18.487,19.374,21.909,24.998
10.229,14.085,16.298,17.151,17.759,18.688,19.203,19.494,19.843,20.306,20.907,21.512,22.39,22.772,23.141,24.29,24.867,25.536,27.034
3.8706,6.9154,8.6859,9.1649,9.247,9.4781,9.7322,10.038,10.427,10.982,11.194,10.581,10.859,11.225,11.769,12.373,13.074,14.804,22.624
