12.743,14.18,14.825,15.546,15.774,18.541,24.216,24.919,26.922
13.066,13.864,14.406,16.023,19.813,24.002,25.946,26.485,27.851
3.4521,3.9289,4.1052,4.5397,6.1173,10.627,10.071,11.186,12.094
0.47054,0.86006,1.0414,1.1672,1.0185,5.5756,8.359,9.8131,10.88
3.9125,4.3244,4.669,5.4004,7.775,10.264,11.17,11.575,12.272
0.72582,0.78756,0.94382,1.0945,0.97897,4.0573,5.5136,6.0405,6.8311
7.7905,8.3473,8.8154,9.6819,11.539,14.247,12.768,12.952,12.949
0.017938,0.1724,0.19382,0.17174,-0.85022,3.2399,4.9923,6.1284,7.0596
7.2361,8.1637,8.415,9.0945,9.7112,13.159,13.576,14.102,15.82
4.5997,4.9333,5.2109,5.5369,7.3385,10.755,10.12,10.345,10.961
7.878,9.2094,9.7796,10.294,10.632,13.424,17.86,19.643,21.959
3.6933,4.1846,4.3904,4.8445,5.8757,8.075,8.9921,9.454,10.179
5.9934,6.6609,7.0719,7.7933,9.0883,11.957,12.239,13.461,14.589
7.9258,8.2689,9.0272,9.8112,12.1,14.52,13.701,14.527,14.888
6.7195,7.1833,7.5926,8.6714,11.861,13.548,13.481,14.367,15.191
2.2433,3.0018,4.6954,4.8664,4.7071,9.1126,12.736,13.932,15.345
1.8614,2.9439,3.2397,3.8326,4.6044,7.2553,12.191,8.3441,13.199
11.909,13.383,13.913,15.398,19.19,20.593,21.064,21.344,21.833
6.9158,7.8408,8.2224,7.8138,7.6739,9.3981,13.118,13.657,16.243
8.716,9.5105,10.277,11.484,13.671,15.687,16.567,16.951,17.459
11.855,12.858,13.511,14.494,15.058,18.967,20.357,21.511,22.73
9.0399,11.423,11.86,12.33,12.164,15.638,21.778,20.652,24.772
13.274,14.38,14.733,15.039,14.77,17.836,20.921,22.775,24.22
6.5071,7.3331,7.8093,8.4137,10.096,13.533,16.827,18.011,20.307
16.03,17.645,18.181,19.616,21.037,23.022,28.599,29.777,31.361
6.7868,7.7581,8.7504,10.102,12.602,14.072,13.828,12.322,13.616
8.7271,9.2339,9.6854,10.335,11.635,16.75,20.286,21.749,23.269
9.0818,9.934,10.369,11.264,11.805,15.821,20.536,21.752,22.621
8.7398,9.9158,11.466,11.929,13.031,16.711,19.788,21.107,22.73
5.9392,7.6252,8.0392,9.28,11.685,13.445,15.788,15.569,17.397
9.2893,10.066,10.563,11.47,12.291,14.554,20.2,21.809,23.042
7.694,8.6322,9.0462,9.7651,10.063,13.504,14.428,14.304,16.17
9.6301,10.243,10.927,11.615,13.825,17.385,20.316,21.315,22.449
7.6792,7.9202,8.2055,8.8509,9.6739,14.017,14.014,14.94,15.981
7.8996,9.5748,9.9976,10.718,11.17,14.065,16.183,15.639,17.541
2.4752,3.2324,3.5589,4.1137,5.1494,8.1992,11.369,12.518,13.888
6.5717,7.0669,7.3527,8.1518,10.001,13.859,14.076,15.125,16.388
18.744,22.647,23.77,25.311,27.38,29.108,34.483,34.252,35.797
5.7991,6.1508,6.687,7.677,9.9316,13.343,12.35,14.289,15.49
0.65614,1.2804,2.3115,2.606,2.7278,5.6336,7.3579,7.6662,8.4287
-2.2489,0.17776,0.40022,0.85364,-0.062786,3.2634,5.5014,5.0021,6.4273
9.5041,9.8551,10.208,10.986,12.414,16.146,17.882,18.802,19.804
6.2751,7.1862,7.6568,8.3389,10.35,12.275,16.784,18.094,20.124
3.4576,3.6857,3.8829,4.3661,5.4378,10.375,10.131,11.285,12.101
11.356,13.127,13.519,14.249,16.154,17.927,19.688,18.948,21.269
